typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productID,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Low-grade Hydra Epsilon Blueprint,54426,Implant Blueprints,30,NULL,1,6000,1,Low-grade Hydra Epsilon,54408,Implants & Boosters,Implants,Attribute Enhancers,Implant Slot 05,
Mid-grade Rapture Epsilon Blueprint,57138,Implant Blueprints,30,NULL,1,6000,1,Mid-grade Rapture Epsilon,57121,Implants & Boosters,Implants,Attribute Enhancers,Implant Slot 05,
Low-grade Rapture Epsilon Blueprint,57133,Implant Blueprints,30,NULL,1,6000,1,Low-grade Rapture Epsilon,57114,Implants & Boosters,Implants,Attribute Enhancers,Implant Slot 05,
High-grade Rapture Epsilon Blueprint,57145,Implant Blueprints,20,NULL,1,9000,1,High-grade Rapture Epsilon,57127,Implants & Boosters,Implants,Attribute Enhancers,Implant Slot 05,
High-grade Ascendancy Epsilon Blueprint,33546,Implant Blueprints,20,NULL,1,9000,1,High-grade Ascendancy Epsilon,33527,Implants & Boosters,Implants,Attribute Enhancers,Implant Slot 05,
Mid-grade Ascendancy Epsilon Blueprint,33562,Implant Blueprints,30,NULL,1,6000,1,Mid-grade Ascendancy Epsilon,33561,Implants & Boosters,Implants,Attribute Enhancers,Implant Slot 05,
Capital Antimatter Reactor Unit Blueprint,29040,Advanced Capital Construction Component Blueprints,400,15000000,1,1500,1,Capital Antimatter Reactor Unit,29039,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital EM Pulse Generator Blueprint,29048,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital EM Pulse Generator,29047,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Fusion Thruster Blueprint,29054,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Fusion Thruster,29053,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Laser Focusing Crystals Blueprint,29064,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Laser Focusing Crystals,29063,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Linear Shield Emitter Blueprint,29068,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Linear Shield Emitter,29067,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Nanoelectrical Microprocessor Blueprint,29074,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Nanoelectrical Microprocessor,29073,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Radar Sensor Cluster Blueprint,29096,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Radar Sensor Cluster,29095,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Tesseract Capacitor Unit Blueprint,29104,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Tesseract Capacitor Unit,29103,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Capital Tungsten Carbide Armor Plate Blueprint,29110,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Tungsten Carbide Armor Plate,29109,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Radar-FTL Interlink Communicator Blueprint,57511,Advanced Capital Construction Component Blueprints,40,1500000000,1,16000,1,Radar-FTL Interlink Communicator,57474,Manufacture & Research,Components,Advanced Capital Components,Amarr,
Gravimetric-FTL Interlink Communicator Blueprint,57512,Advanced Capital Construction Component Blueprints,40,1500000000,1,16000,1,Gravimetric-FTL Interlink Communicator,57475,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Gravimetric Sensor Cluster Blueprint,29056,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Gravimetric Sensor Cluster,29055,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Graviton Pulse Generator Blueprint,29058,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Graviton Pulse Generator,29057,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Graviton Reactor Unit Blueprint,29060,Advanced Capital Construction Component Blueprints,400,15000000,1,1500,1,Capital Graviton Reactor Unit,29059,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Magpulse Thruster Blueprint,29072,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Magpulse Thruster,29071,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Quantum Microprocessor Blueprint,29094,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Quantum Microprocessor,29093,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Scalar Capacitor Unit Blueprint,29098,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Scalar Capacitor Unit,29097,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Superconductor Rails Blueprint,29100,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Superconductor Rails,29099,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Sustained Shield Emitter Blueprint,29102,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Sustained Shield Emitter,29101,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Titanium Diborite Armor Plate Blueprint,29108,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Titanium Diborite Armor Plate,29107,Manufacture & Research,Components,Advanced Capital Components,Caldari,
Capital Crystalline Carbonide Armor Plate Blueprint,29042,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Crystalline Carbonide Armor Plate,29041,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Fusion Reactor Unit Blueprint,29052,Advanced Capital Construction Component Blueprints,400,15000000,1,1500,1,Capital Fusion Reactor Unit,29051,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Ion Thruster Blueprint,29062,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Ion Thruster,29061,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Magnetometric Sensor Cluster Blueprint,29070,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Magnetometric Sensor Cluster,29069,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Oscillator Capacitor Unit Blueprint,29082,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Oscillator Capacitor Unit,29081,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Particle Accelerator Unit Blueprint,29084,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Particle Accelerator Unit,29083,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Photon Microprocessor Blueprint,29086,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Photon Microprocessor,29085,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Plasma Pulse Generator Blueprint,29088,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Plasma Pulse Generator,29087,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Capital Pulse Shield Emitter Blueprint,29092,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Pulse Shield Emitter,29091,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Magnetometric-FTL Interlink Communicator Blueprint,57513,Advanced Capital Construction Component Blueprints,40,1500000000,1,16000,1,Magnetometric-FTL Interlink Communicator,57476,Manufacture & Research,Components,Advanced Capital Components,Gallente,
Ladar-FTL Interlink Communicator Blueprint,57514,Advanced Capital Construction Component Blueprints,40,1500000000,1,16000,1,Ladar-FTL Interlink Communicator,57477,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Deflection Shield Emitter Blueprint,29044,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Deflection Shield Emitter,29043,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Electrolytic Capacitor Unit Blueprint,29046,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Electrolytic Capacitor Unit,29045,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Fernite Carbide Composite Armor Plate Blueprint,29050,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Fernite Carbide Composite Armor Plate,29049,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Ladar Sensor Cluster Blueprint,29066,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Ladar Sensor Cluster,29065,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Nanomechanical Microprocessor Blueprint,29076,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Nanomechanical Microprocessor,29075,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Nuclear Pulse Generator Blueprint,29078,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Nuclear Pulse Generator,29077,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Nuclear Reactor Unit Blueprint,29080,Advanced Capital Construction Component Blueprints,400,15000000,1,1500,1,Capital Nuclear Reactor Unit,29079,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Plasma Thruster Blueprint,29090,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Plasma Thruster,29089,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Thermonuclear Trigger Unit Blueprint,29106,Advanced Capital Construction Component Blueprints,800,15000000,1,750,1,Capital Thermonuclear Trigger Unit,29105,Manufacture & Research,Components,Advanced Capital Components,Minmatar,
Capital Ultratidal Entropic Mounting Blueprint,53032,Capital Construction Blueprints,10,1393368000,1,16000,1,Capital Ultratidal Entropic Mounting,53035,Manufacture & Research,Components,Advanced Capital Components,Triglavian,
Capital Radiation Conversion Unit Blueprint,53033,Capital Construction Blueprints,10,1393368000,1,16000,1,Capital Radiation Conversion Unit,53036,Manufacture & Research,Components,Advanced Capital Components,Triglavian,
Capital Absorption Thruster Array Blueprint,53034,Capital Construction Blueprints,10,1393368000,1,16000,1,Capital Absorption Thruster Array,53037,Manufacture & Research,Components,Advanced Capital Components,Triglavian,
U-C Trigger Neurolink Conduit Blueprint,57507,Construction Component Blueprints,200,40000000,1,10800,1,U-C Trigger Neurolink Conduit,57470,Manufacture & Research,Components,Advanced Components,Amarr,
Nanoelectrical Microprocessor Blueprint,17330,Construction Component Blueprints,8000,5000000,1,75,1,Nanoelectrical Microprocessor,11539,Manufacture & Research,Components,Advanced Components,Amarr,
Tesseract Capacitor Unit Blueprint,17334,Construction Component Blueprints,4000,5000000,1,150,1,Tesseract Capacitor Unit,11554,Manufacture & Research,Components,Advanced Components,Amarr,
EM Pulse Generator Blueprint,17335,Construction Component Blueprints,4000,5000000,1,150,1,EM Pulse Generator,11694,Manufacture & Research,Components,Advanced Components,Amarr,
Radar Sensor Cluster Blueprint,17336,Construction Component Blueprints,4000,5000000,1,150,1,Radar Sensor Cluster,11537,Manufacture & Research,Components,Advanced Components,Amarr,
Antimatter Reactor Unit Blueprint,17338,Construction Component Blueprints,2000,5000000,1,300,1,Antimatter Reactor Unit,11549,Manufacture & Research,Components,Advanced Components,Amarr,
Laser Focusing Crystals Blueprint,17348,Construction Component Blueprints,4000,5000000,1,150,1,Laser Focusing Crystals,11689,Manufacture & Research,Components,Advanced Components,Amarr,
Fusion Thruster Blueprint,17349,Construction Component Blueprints,4000,5000000,1,150,1,Fusion Thruster,11532,Manufacture & Research,Components,Advanced Components,Amarr,
Tungsten Carbide Armor Plate Blueprint,17350,Construction Component Blueprints,20000,5000000,1,25,1,Tungsten Carbide Armor Plate,11543,Manufacture & Research,Components,Advanced Components,Amarr,
Linear Shield Emitter Blueprint,17359,Construction Component Blueprints,4000,5000000,1,150,1,Linear Shield Emitter,11557,Manufacture & Research,Components,Advanced Components,Amarr,
Scalar Capacitor Unit Blueprint,17327,Construction Component Blueprints,4000,5000000,1,150,1,Scalar Capacitor Unit,11552,Manufacture & Research,Components,Advanced Components,Caldari,
Titanium Diborite Armor Plate Blueprint,17328,Construction Component Blueprints,20000,5000000,1,25,1,Titanium Diborite Armor Plate,11544,Manufacture & Research,Components,Advanced Components,Caldari,
Graviton Pulse Generator Blueprint,17332,Construction Component Blueprints,4000,5000000,1,150,1,Graviton Pulse Generator,11693,Manufacture & Research,Components,Advanced Components,Caldari,
Gravimetric Sensor Cluster Blueprint,17340,Construction Component Blueprints,4000,5000000,1,150,1,Gravimetric Sensor Cluster,11534,Manufacture & Research,Components,Advanced Components,Caldari,
Quantum Microprocessor Blueprint,17351,Construction Component Blueprints,8000,5000000,1,75,1,Quantum Microprocessor,11540,Manufacture & Research,Components,Advanced Components,Caldari,
Sustained Shield Emitter Blueprint,17352,Construction Component Blueprints,4000,5000000,1,150,1,Sustained Shield Emitter,11558,Manufacture & Research,Components,Advanced Components,Caldari,
Graviton Reactor Unit Blueprint,17353,Construction Component Blueprints,2000,5000000,1,300,1,Graviton Reactor Unit,11550,Manufacture & Research,Components,Advanced Components,Caldari,
Superconductor Rails Blueprint,17354,Construction Component Blueprints,4000,5000000,1,150,1,Superconductor Rails,11690,Manufacture & Research,Components,Advanced Components,Caldari,
Magpulse Thruster Blueprint,17356,Construction Component Blueprints,4000,5000000,1,150,1,Magpulse Thruster,11533,Manufacture & Research,Components,Advanced Components,Caldari,
R-O Trigger Neurolink Conduit Blueprint,57508,Construction Component Blueprints,200,40000000,1,10800,1,R-O Trigger Neurolink Conduit,57471,Manufacture & Research,Components,Advanced Components,Caldari,
S-R Trigger Neurolink Conduit Blueprint,57509,Construction Component Blueprints,200,40000000,1,10800,1,S-R Trigger Neurolink Conduit,57472,Manufacture & Research,Components,Advanced Components,Gallente,
Crystalline Carbonide Armor Plate Blueprint,17323,Construction Component Blueprints,20000,5000000,1,25,1,Crystalline Carbonide Armor Plate,11545,Manufacture & Research,Components,Advanced Components,Gallente,
Ion Thruster Blueprint,17329,Construction Component Blueprints,4000,5000000,1,150,1,Ion Thruster,11531,Manufacture & Research,Components,Advanced Components,Gallente,
Fusion Reactor Unit Blueprint,17331,Construction Component Blueprints,2000,5000000,1,300,1,Fusion Reactor Unit,11547,Manufacture & Research,Components,Advanced Components,Gallente,
Oscillator Capacitor Unit Blueprint,17337,Construction Component Blueprints,4000,5000000,1,150,1,Oscillator Capacitor Unit,11553,Manufacture & Research,Components,Advanced Components,Gallente,
Plasma Pulse Generator Blueprint,17339,Construction Component Blueprints,4000,5000000,1,150,1,Plasma Pulse Generator,11695,Manufacture & Research,Components,Advanced Components,Gallente,
Pulse Shield Emitter Blueprint,17341,Construction Component Blueprints,4000,5000000,1,150,1,Pulse Shield Emitter,11556,Manufacture & Research,Components,Advanced Components,Gallente,
Particle Accelerator Unit Blueprint,17344,Construction Component Blueprints,4000,5000000,1,150,1,Particle Accelerator Unit,11688,Manufacture & Research,Components,Advanced Components,Gallente,
Magnetometric Sensor Cluster Blueprint,17345,Construction Component Blueprints,4000,5000000,1,150,1,Magnetometric Sensor Cluster,11535,Manufacture & Research,Components,Advanced Components,Gallente,
Photon Microprocessor Blueprint,17357,Construction Component Blueprints,8000,5000000,1,75,1,Photon Microprocessor,11541,Manufacture & Research,Components,Advanced Components,Gallente,
Thermonuclear Trigger Unit Blueprint,17322,Construction Component Blueprints,4000,5000000,1,150,1,Thermonuclear Trigger Unit,11691,Manufacture & Research,Components,Advanced Components,Minmatar,
Plasma Thruster Blueprint,17324,Construction Component Blueprints,4000,5000000,1,150,1,Plasma Thruster,11530,Manufacture & Research,Components,Advanced Components,Minmatar,
Nanomechanical Microprocessor Blueprint,17325,Construction Component Blueprints,8000,5000000,1,75,1,Nanomechanical Microprocessor,11538,Manufacture & Research,Components,Advanced Components,Minmatar,
Nuclear Pulse Generator Blueprint,17326,Construction Component Blueprints,4000,5000000,1,150,1,Nuclear Pulse Generator,11692,Manufacture & Research,Components,Advanced Components,Minmatar,
Ladar Sensor Cluster Blueprint,17333,Construction Component Blueprints,4000,5000000,1,150,1,Ladar Sensor Cluster,11536,Manufacture & Research,Components,Advanced Components,Minmatar,
Nuclear Reactor Unit Blueprint,17342,Construction Component Blueprints,2000,5000000,1,300,1,Nuclear Reactor Unit,11548,Manufacture & Research,Components,Advanced Components,Minmatar,
Deflection Shield Emitter Blueprint,17346,Construction Component Blueprints,4000,5000000,1,150,1,Deflection Shield Emitter,11555,Manufacture & Research,Components,Advanced Components,Minmatar,
Electrolytic Capacitor Unit Blueprint,17347,Construction Component Blueprints,4000,5000000,1,150,1,Electrolytic Capacitor Unit,11551,Manufacture & Research,Components,Advanced Components,Minmatar,
Fernite Carbide Composite Armor Plate Blueprint,17355,Construction Component Blueprints,20000,5000000,1,25,1,Fernite Carbide Composite Armor Plate,11542,Manufacture & Research,Components,Advanced Components,Minmatar,
G-O Trigger Neurolink Conduit Blueprint,57510,Construction Component Blueprints,200,40000000,1,10800,1,G-O Trigger Neurolink Conduit,57473,Manufacture & Research,Components,Advanced Components,Minmatar,
Capital Transverse Bulkhead I Blueprint,33903,Rig Blueprint,30,50000000,1,6000,1,Capital Transverse Bulkhead I,33902,Ship and Module Modifications,Rigs,Armor Rigs,Capital Armor Rigs,
Capital Transverse Bulkhead II Blueprint,33905,Rig Blueprint,1,125000,1,60000,1,Capital Transverse Bulkhead II,33904,Ship and Module Modifications,Rigs,Armor Rigs,Capital Armor Rigs,
