typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
"Iron Charge L Blueprint",1146,"Hybrid Charge Blueprint",200,200000.0000,1,900,100,"Iron Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Tungsten Charge L Blueprint",1147,"Hybrid Charge Blueprint",200,300000.0000,1,900,100,"Tungsten Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Iridium Charge L Blueprint",1148,"Hybrid Charge Blueprint",200,400000.0000,1,900,100,"Iridium Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Lead Charge L Blueprint",1149,"Hybrid Charge Blueprint",200,500000.0000,1,900,100,"Lead Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Thorium Charge L Blueprint",1150,"Hybrid Charge Blueprint",200,600000.0000,1,900,100,"Thorium Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Uranium Charge L Blueprint",1151,"Hybrid Charge Blueprint",200,700000.0000,1,900,100,"Uranium Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Plutonium Charge L Blueprint",1152,"Hybrid Charge Blueprint",200,800000.0000,1,900,100,"Plutonium Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Antimatter Charge L Blueprint",1153,"Hybrid Charge Blueprint",200,1000000.0000,1,900,100,"Antimatter Charge L",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Large
"Iron Charge M Blueprint",1138,"Hybrid Charge Blueprint",300,80000.0000,1,600,100,"Iron Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Tungsten Charge M Blueprint",1139,"Hybrid Charge Blueprint",300,110000.0000,1,600,100,"Tungsten Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Iridium Charge M Blueprint",1140,"Hybrid Charge Blueprint",300,150000.0000,1,600,100,"Iridium Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Lead Charge M Blueprint",1141,"Hybrid Charge Blueprint",300,175000.0000,1,600,100,"Lead Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Thorium Charge M Blueprint",1142,"Hybrid Charge Blueprint",300,225000.0000,1,600,100,"Thorium Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Uranium Charge M Blueprint",1143,"Hybrid Charge Blueprint",300,275000.0000,1,600,100,"Uranium Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Plutonium Charge M Blueprint",1144,"Hybrid Charge Blueprint",300,325000.0000,1,600,100,"Plutonium Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Antimatter Charge M Blueprint",1145,"Hybrid Charge Blueprint",300,400000.0000,1,600,100,"Antimatter Charge M",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Medium
"Iron Charge S Blueprint",1130,"Hybrid Charge Blueprint",600,20000.0000,1,300,100,"Iron Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Tungsten Charge S Blueprint",1131,"Hybrid Charge Blueprint",600,30000.0000,1,300,100,"Tungsten Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Iridium Charge S Blueprint",1132,"Hybrid Charge Blueprint",600,40000.0000,1,300,100,"Iridium Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Lead Charge S Blueprint",1133,"Hybrid Charge Blueprint",600,50000.0000,1,300,100,"Lead Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Thorium Charge S Blueprint",1134,"Hybrid Charge Blueprint",600,60000.0000,1,300,100,"Thorium Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Uranium Charge S Blueprint",1135,"Hybrid Charge Blueprint",600,70000.0000,1,300,100,"Uranium Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Plutonium Charge S Blueprint",1136,"Hybrid Charge Blueprint",600,80000.0000,1,300,100,"Plutonium Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Antimatter Charge S Blueprint",1137,"Hybrid Charge Blueprint",600,100000.0000,1,300,100,"Antimatter Charge S",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges",Small
"Mjolnir Auto-Targeting Light Missile I Blueprint",1216,"Missile Blueprint",600,180000.0000,1,300,100,"Mjolnir Auto-Targeting Light Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Scourge Auto-Targeting Light Missile I Blueprint",1811,"Missile Blueprint",600,150000.0000,1,300,100,"Scourge Auto-Targeting Light Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Nova Auto-Targeting Light Missile I Blueprint",1815,"Missile Blueprint",600,140000.0000,1,300,100,"Nova Auto-Targeting Light Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Inferno Auto-Targeting Light Missile I Blueprint",1817,"Missile Blueprint",600,160000.0000,1,300,100,"Inferno Auto-Targeting Light Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Scourge Auto-Targeting Heavy Missile I Blueprint",1819,"Missile Blueprint",300,750000.0000,1,600,100,"Scourge Auto-Targeting Heavy Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Mjolnir Auto-Targeting Heavy Missile I Blueprint",1821,"Missile Blueprint",300,900000.0000,1,600,100,"Mjolnir Auto-Targeting Heavy Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Nova Auto-Targeting Heavy Missile I Blueprint",1823,"Missile Blueprint",300,700000.0000,1,600,100,"Nova Auto-Targeting Heavy Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Inferno Auto-Targeting Heavy Missile I Blueprint",1825,"Missile Blueprint",300,800000.0000,1,600,100,"Inferno Auto-Targeting Heavy Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Scourge Auto-Targeting Cruise Missile I Blueprint",1827,"Missile Blueprint",200,3000000.0000,1,900,100,"Scourge Auto-Targeting Cruise Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Mjolnir Auto-Targeting Cruise Missile I Blueprint",1829,"Missile Blueprint",200,5000000.0000,1,900,100,"Mjolnir Auto-Targeting Cruise Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Nova Auto-Targeting Cruise Missile I Blueprint",1831,"Missile Blueprint",200,2500000.0000,1,900,100,"Nova Auto-Targeting Cruise Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Inferno Auto-Targeting Cruise Missile I Blueprint",1833,"Missile Blueprint",200,4000000.0000,1,900,100,"Inferno Auto-Targeting Cruise Missile I",NULL,"Ammunition & Charges",Missiles,Auto-Targeting,"Standard Auto-Targeting"
"Inferno Fury Cruise Missile Blueprint",2622,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Inferno Fury Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Damage Cruise Missiles"
"Nova Fury Cruise Missile Blueprint",24532,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Nova Fury Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Damage Cruise Missiles"
"Scourge Fury Cruise Missile Blueprint",24534,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Scourge Fury Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Damage Cruise Missiles"
"Mjolnir Fury Cruise Missile Blueprint",24536,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Mjolnir Fury Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Damage Cruise Missiles"
"Nova Precision Cruise Missile Blueprint",24538,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Nova Precision Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Precision Cruise Missiles"
"Mjolnir Precision Cruise Missile Blueprint",24540,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Mjolnir Precision Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Precision Cruise Missiles"
"Scourge Precision Cruise Missile Blueprint",24542,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Scourge Precision Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Precision Cruise Missiles"
"Inferno Precision Cruise Missile Blueprint",2638,"Missile Blueprint",10,10000000000.0000,1,14400,5000,"Inferno Precision Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Advanced High Precision Cruise Missiles"
"Mjolnir Cruise Missile Blueprint",803,"Missile Blueprint",200,5000000.0000,1,900,100,"Mjolnir Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Standard Cruise Missiles"
"Scourge Cruise Missile Blueprint",804,"Missile Blueprint",200,3000000.0000,1,900,100,"Scourge Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Standard Cruise Missiles"
"Inferno Cruise Missile Blueprint",805,"Missile Blueprint",200,4000000.0000,1,900,100,"Inferno Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Standard Cruise Missiles"
"Nova Cruise Missile Blueprint",806,"Missile Blueprint",200,2500000.0000,1,900,100,"Nova Cruise Missile",NULL,"Ammunition & Charges",Missiles,"Cruise Missiles","Standard Cruise Missiles"
"Scourge Rage Heavy Assault Missile Blueprint",2680,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Scourge Rage Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Anti-Ship Heavy Assault Missile"
"Inferno Rage Heavy Assault Missile Blueprint",24487,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Inferno Rage Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Anti-Ship Heavy Assault Missile"
"Nova Rage Heavy Assault Missile Blueprint",24489,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Nova Rage Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Anti-Ship Heavy Assault Missile"
"Mjolnir Rage Heavy Assault Missile Blueprint",24491,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Mjolnir Rage Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Anti-Ship Heavy Assault Missile"
"Scourge Javelin Heavy Assault Missile Blueprint",24614,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Scourge Javelin Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Long Range Heavy Assault Missiles"
"Inferno Javelin Heavy Assault Missile Blueprint",24615,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Inferno Javelin Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Long Range Heavy Assault Missiles"
"Nova Javelin Heavy Assault Missile Blueprint",24616,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Nova Javelin Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Long Range Heavy Assault Missiles"
"Mjolnir Javelin Heavy Assault Missile Blueprint",24617,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Mjolnir Javelin Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Advanced Long Range Heavy Assault Missiles"
"Nova Heavy Assault Missile Blueprint",21868,"Missile Blueprint",300,600000.0000,1,600,100,"Nova Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Standard Heavy Assault Missiles"
"Mjolnir Heavy Assault Missile Blueprint",26760,"Missile Blueprint",300,600000.0000,1,600,100,"Mjolnir Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Standard Heavy Assault Missiles"
"Inferno Heavy Assault Missile Blueprint",26761,"Missile Blueprint",300,600000.0000,1,600,100,"Inferno Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Standard Heavy Assault Missiles"
"Scourge Heavy Assault Missile Blueprint",26762,"Missile Blueprint",300,600000.0000,1,600,100,"Scourge Heavy Assault Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Assault Missiles","Standard Heavy Assault Missiles"
"Nova Fury Heavy Missile Blueprint",24508,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Nova Fury Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Damage Heavy Missiles"
"Mjolnir Fury Heavy Missile Blueprint",24510,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Mjolnir Fury Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Damage Heavy Missiles"
"Inferno Fury Heavy Missile Blueprint",24512,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Inferno Fury Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Damage Heavy Missiles"
"Scourge Fury Heavy Missile Blueprint",2630,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Scourge Fury Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Damage Heavy Missiles"
"Nova Precision Heavy Missile Blueprint",2656,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Nova Precision Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Precision Heavy Missiles"
"Scourge Precision Heavy Missile Blueprint",24514,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Scourge Precision Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Precision Heavy Missiles"
"Inferno Precision Heavy Missile Blueprint",24516,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Inferno Precision Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Precision Heavy Missiles"
"Mjolnir Precision Heavy Missile Blueprint",24518,"Missile Blueprint",10,10000000000.0000,1,9600,5000,"Mjolnir Precision Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Advanced High Precision Heavy Missiles"
"Nova Heavy Missile Blueprint",807,"Missile Blueprint",300,700000.0000,1,600,100,"Nova Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Standard Heavy Missiles"
"Mjolnir Heavy Missile Blueprint",808,"Missile Blueprint",300,900000.0000,1,600,100,"Mjolnir Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Standard Heavy Missiles"
"Inferno Heavy Missile Blueprint",809,"Missile Blueprint",300,800000.0000,1,600,100,"Inferno Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Standard Heavy Missiles"
"Scourge Heavy Missile Blueprint",810,"Missile Blueprint",300,750000.0000,1,600,100,"Scourge Heavy Missile",NULL,"Ammunition & Charges",Missiles,"Heavy Missiles","Standard Heavy Missiles"
"Scourge Fury Light Missile Blueprint",24496,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Scourge Fury Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Damage Light Missiles"
"Nova Fury Light Missile Blueprint",24498,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Nova Fury Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Damage Light Missiles"
"Inferno Fury Light Missile Blueprint",24500,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Inferno Fury Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Damage Light Missiles"
"Mjolnir Fury Light Missile Blueprint",2614,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Mjolnir Fury Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Damage Light Missiles"
"Inferno Precision Light Missile Blueprint",2648,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Inferno Precision Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Precision Light Missiles"
"Scourge Precision Light Missile Blueprint",24502,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Scourge Precision Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Precision Light Missiles"
"Nova Precision Light Missile Blueprint",24504,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Nova Precision Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Precision Light Missiles"
"Mjolnir Precision Light Missile Blueprint",24506,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Mjolnir Precision Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Advanced High Precision Light Missiles"
"Scourge Light Missile Blueprint",811,"Missile Blueprint",600,150000.0000,1,300,100,"Scourge Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Standard Light Missiles"
"Inferno Light Missile Blueprint",812,"Missile Blueprint",600,160000.0000,1,300,100,"Inferno Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Standard Light Missiles"
"Mjolnir Light Missile Blueprint",813,"Missile Blueprint",600,180000.0000,1,300,100,"Mjolnir Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Standard Light Missiles"
"Nova Light Missile Blueprint",814,"Missile Blueprint",600,140000.0000,1,300,100,"Nova Light Missile",NULL,"Ammunition & Charges",Missiles,"Light Missiles","Standard Light Missiles"
"Scourge Rage Rocket Blueprint",24472,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Scourge Rage Rocket",NULL,"Ammunition & Charges",Missiles,Rockets,"Advanced Anti-Ship Rockets"
"Nova Rage Rocket Blueprint",24474,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Nova Rage Rocket",NULL,"Ammunition & Charges",Missiles,Rockets,"Advanced Anti-Ship Rockets"
"Inferno Rage Rocket Blueprint",24476,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Inferno Rage Rocket",NULL,"Ammunition & Charges",Missiles,Rockets,"Advanced Anti-Ship Rockets"
"Mjolnir Rage Rocket Blueprint",2818,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Mjolnir Rage Rocket",NULL,"Ammunition & Charges",Missiles,Rockets,"Advanced Anti-Ship Rockets"
"Inferno Javelin Rocket Blueprint",24543,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Inferno Javelin Rocket",NULL,"Ammunition & Charges",Missiles,Rockets,"Advanced Long Range Rockets"
"Mjolnir Javelin Rocket Blueprint",24544,"Missile Blueprint",10,10000000000.0000,1,4800,5000,"Mjolnir Javelin Rocket",NULL,"Ammunition & Charges",Missiles,Rockets,"Advanced Long Range Rockets"
