typeName,meterialTypeName,materialQuantity
"'Cartel' Power Diagnostic System I Blueprint","Yan Jung Glass Scale",3
"'Cartel' Power Diagnostic System I Blueprint","Yan Jung Crystal Cylinder",1
"'Cartel' Power Diagnostic System I Blueprint","Yan Jung Paradox Box",2
"Templar I Blueprint",Isogen,6
"Templar I Blueprint",Megacyte,400
"Templar I Blueprint",Zydrine,500
"Templar I Blueprint",Nocxium,900
"Templar I Blueprint",Mexallon,15000
"Templar I Blueprint",Pyerite,45000
"Templar I Blueprint",Tritanium,165000
"Dragonfly I Blueprint",Megacyte,400
"Dragonfly I Blueprint",Zydrine,500
"Dragonfly I Blueprint",Nocxium,900
"Dragonfly I Blueprint",Isogen,6000
"Dragonfly I Blueprint",Mexallon,15000
"Dragonfly I Blueprint",Pyerite,45000
"Dragonfly I Blueprint",Tritanium,165000
"Firbolg I Blueprint",Megacyte,400
"Firbolg I Blueprint",Zydrine,500
"Firbolg I Blueprint",Nocxium,900
"Firbolg I Blueprint",Isogen,6000
"Firbolg I Blueprint",Mexallon,15000
"Firbolg I Blueprint",Pyerite,45000
"Firbolg I Blueprint",Tritanium,165000
"Einherji I Blueprint",Megacyte,400
"Einherji I Blueprint",Zydrine,500
"Einherji I Blueprint",Nocxium,900
"Einherji I Blueprint",Isogen,6000
"Einherji I Blueprint",Mexallon,15000
"Einherji I Blueprint",Pyerite,45000
"Einherji I Blueprint",Tritanium,165000
"'Peace' Large Remote Armor Repairer Blueprint",Tritanium,896
"'Peace' Large Remote Armor Repairer Blueprint",Pyerite,3
"'Peace' Large Remote Armor Repairer Blueprint",Mexallon,112
"'Peace' Large Remote Armor Repairer Blueprint",Isogen,1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Nano Fabric",1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Null Shell",1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Singularity Fact Sheet",1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Glass Scale",1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Plenary Wire",1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Thunder Kite",3
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Tachyon Stetoscope",1
"'Peace' Large Remote Armor Repairer Blueprint","Yan Jung Silk Armor",1
"'Radical' Damage Control Blueprint","Yan Jung Info Matrix",1
"'Radical' Damage Control Blueprint","Yan Jung Vellum Etch",1
"'Radical' Damage Control Blueprint",Tritanium,1062
"'Radical' Damage Control Blueprint",Pyerite,2
"'Radical' Damage Control Blueprint",Mexallon,53
"'Radical' Damage Control Blueprint",Nocxium,3
"'Radical' Damage Control Blueprint","Yan Jung Null Shell",2
"'Radical' Damage Control Blueprint","Yan Jung Glass Scale",1
"'Radical' Damage Control Blueprint","Yan Jung Crystal Cylinder",2
"'Radical' Damage Control Blueprint","Yan Jung Paradox Box",2
"Wasp EC-900 Blueprint",Tritanium,5947
"Wasp EC-900 Blueprint",Pyerite,729
"Wasp EC-900 Blueprint",Isogen,47
"Wasp EC-900 Blueprint",Nocxium,27
"Wasp EC-900 Blueprint",Zydrine,18
"Ogre SD-900 Blueprint",Megacyte,8
"Ogre SD-900 Blueprint",Tritanium,258
"Ogre SD-900 Blueprint",Pyerite,4964
"Ogre SD-900 Blueprint",Nocxium,2
"Praetor TD-900 Blueprint",Tritanium,8516
"Praetor TD-900 Blueprint",Mexallon,627
"Praetor TD-900 Blueprint",Isogen,9
"Praetor TD-900 Blueprint",Nocxium,2
"Praetor TD-900 Blueprint",Zydrine,8
"Praetor TD-900 Blueprint",Megacyte,4
"Berserker TP-900 Blueprint",Tritanium,7120
"Berserker TP-900 Blueprint",Pyerite,896
"Berserker TP-900 Blueprint",Isogen,73
"Berserker TP-900 Blueprint",Nocxium,9
"Berserker TP-900 Blueprint",Zydrine,8
"Heavy Armor Maintenance Bot I Blueprint",Tritanium,10973
"Heavy Armor Maintenance Bot I Blueprint",Pyerite,830
"Heavy Armor Maintenance Bot I Blueprint",Mexallon,299
"Heavy Armor Maintenance Bot I Blueprint",Isogen,450
"Heavy Armor Maintenance Bot I Blueprint",Nocxium,30
"Curator I Blueprint",Megacyte,18
"Curator I Blueprint",Tritanium,516
"Curator I Blueprint",Pyerite,9929
"Curator I Blueprint",Nocxium,4
"Drone Link Augmentor I Blueprint",Tritanium,5556
"Drone Link Augmentor I Blueprint",Pyerite,2222
"Drone Link Augmentor I Blueprint",Mexallon,61
"Drone Link Augmentor I Blueprint",Isogen,2
"Drone Link Augmentor I Blueprint",Nocxium,2
"Drone Link Augmentor I Blueprint",Zydrine,112
"Drone Link Augmentor I Blueprint",Megacyte,22
"Omnidirectional Tracking Link I Blueprint",Megacyte,2
"Omnidirectional Tracking Link I Blueprint",Tritanium,444
"Omnidirectional Tracking Link I Blueprint",Pyerite,111
"Berserker SW-900 Blueprint",Tritanium,7120
"Berserker SW-900 Blueprint",Pyerite,896
"Berserker SW-900 Blueprint",Isogen,73
"Berserker SW-900 Blueprint",Nocxium,9
"Berserker SW-900 Blueprint",Zydrine,8
"Warden I Blueprint",Megacyte,18
"Warden I Blueprint",Tritanium,516
"Warden I Blueprint",Pyerite,9929
"Warden I Blueprint",Nocxium,4
"Garde I Blueprint",Megacyte,18
"Garde I Blueprint",Tritanium,516
"Garde I Blueprint",Pyerite,9929
"Garde I Blueprint",Nocxium,4
"Bouncer I Blueprint",Megacyte,18
"Bouncer I Blueprint",Tritanium,516
"Bouncer I Blueprint",Pyerite,9929
"Bouncer I Blueprint",Nocxium,4
"Acolyte EV-300 Blueprint",Tritanium,471
"Acolyte EV-300 Blueprint",Mexallon,4
"Acolyte EV-300 Blueprint",Nocxium,2
"Infiltrator EV-600 Blueprint",Tritanium,3133
"Infiltrator EV-600 Blueprint",Pyerite,160
"Infiltrator EV-600 Blueprint",Mexallon,154
"Infiltrator EV-600 Blueprint",Isogen,1
"Infiltrator EV-600 Blueprint",Nocxium,8
"Infiltrator EV-600 Blueprint",Zydrine,2
"Vespa EC-600 Blueprint",Tritanium,2631
"Vespa EC-600 Blueprint",Pyerite,542
"Vespa EC-600 Blueprint",Mexallon,113
"Vespa EC-600 Blueprint",Zydrine,4
"Hornet EC-300 Blueprint",Tritanium,538
"Hornet EC-300 Blueprint",Pyerite,69
"Hornet EC-300 Blueprint",Isogen,4
"Hornet EC-300 Blueprint",Nocxium,2
"Medium Armor Maintenance Bot I Blueprint",Tritanium,2747
"Medium Armor Maintenance Bot I Blueprint",Pyerite,208
"Medium Armor Maintenance Bot I Blueprint",Mexallon,76
"Medium Armor Maintenance Bot I Blueprint",Isogen,116
"Medium Armor Maintenance Bot I Blueprint",Nocxium,7
"Light Armor Maintenance Bot I Blueprint",Tritanium,378
"Light Armor Maintenance Bot I Blueprint",Pyerite,62
"Light Armor Maintenance Bot I Blueprint",Mexallon,23
"Light Armor Maintenance Bot I Blueprint",Isogen,19
"Light Armor Maintenance Bot I Blueprint",Nocxium,2
"Hammerhead SD-600 Blueprint",Tritanium,3413
"Hammerhead SD-600 Blueprint",Pyerite,2
"Hammerhead SD-600 Blueprint",Mexallon,224
"Hammerhead SD-600 Blueprint",Isogen,11
"Hammerhead SD-600 Blueprint",Zydrine,4
"Hobgoblin SD-300 Blueprint",Tritanium,509
"Hobgoblin SD-300 Blueprint",Pyerite,7
"Hobgoblin SD-300 Blueprint",Isogen,4
"Hobgoblin SD-300 Blueprint",Nocxium,2
"Medium Shield Maintenance Bot I Blueprint",Nocxium,7
"Medium Shield Maintenance Bot I Blueprint",Mexallon,76
"Medium Shield Maintenance Bot I Blueprint",Isogen,116
"Medium Shield Maintenance Bot I Blueprint",Pyerite,208
"Medium Shield Maintenance Bot I Blueprint",Tritanium,2747
"Light Shield Maintenance Bot I Blueprint",Tritanium,378
"Light Shield Maintenance Bot I Blueprint",Pyerite,62
"Light Shield Maintenance Bot I Blueprint",Mexallon,23
"Light Shield Maintenance Bot I Blueprint",Isogen,19
"Light Shield Maintenance Bot I Blueprint",Nocxium,2
"Valkyrie TP-600 Blueprint",Tritanium,2724
"Valkyrie TP-600 Blueprint",Pyerite,300
"Valkyrie TP-600 Blueprint",Mexallon,187
"Valkyrie TP-600 Blueprint",Isogen,4
"Valkyrie TP-600 Blueprint",Nocxium,4
"Warrior TP-300 Blueprint",Tritanium,951
"Warrior TP-300 Blueprint",Pyerite,7
"Warrior TP-300 Blueprint",Mexallon,7
"Warrior TP-300 Blueprint",Nocxium,4
"Infiltrator TD-600 Blueprint",Tritanium,3133
"Infiltrator TD-600 Blueprint",Pyerite,160
"Infiltrator TD-600 Blueprint",Mexallon,154
"Infiltrator TD-600 Blueprint",Isogen,1
"Infiltrator TD-600 Blueprint",Nocxium,8
"Infiltrator TD-600 Blueprint",Zydrine,2
"Acolyte TD-300 Blueprint",Tritanium,471
"Acolyte TD-300 Blueprint",Mexallon,4
"Acolyte TD-300 Blueprint",Nocxium,2
"Valkyrie SW-600 Blueprint",Tritanium,2724
"Valkyrie SW-600 Blueprint",Pyerite,300
"Valkyrie SW-600 Blueprint",Mexallon,187
"Valkyrie SW-600 Blueprint",Isogen,4
"Valkyrie SW-600 Blueprint",Nocxium,4
"Warrior SW-300 Blueprint",Tritanium,951
"Warrior SW-300 Blueprint",Pyerite,7
"Warrior SW-300 Blueprint",Mexallon,7
"Warrior SW-300 Blueprint",Nocxium,4
"Clone Vat Bay I Blueprint",Tritanium,4143618
"Clone Vat Bay I Blueprint",Pyerite,1012707
"Clone Vat Bay I Blueprint",Mexallon,334889
"Clone Vat Bay I Blueprint",Isogen,58698
"Clone Vat Bay I Blueprint",Nocxium,17342
"Clone Vat Bay I Blueprint",Zydrine,4934
"Clone Vat Bay I Blueprint",Megacyte,4378
"Archon Blueprint","Capital Propulsion Engine",5
"Archon Blueprint","Capital Sensor Cluster",7
"Archon Blueprint","Capital Armor Plates",10
"Archon Blueprint","Capital Capacitor Battery",3
"Archon Blueprint","Capital Power Generator",3
"Archon Blueprint","Capital Shield Emitter",4
"Archon Blueprint","Capital Jump Drive",4
"Archon Blueprint","Capital Drone Bay",30
"Archon Blueprint","Capital Computer System",5
"Archon Blueprint","Capital Construction Parts",5
"Archon Blueprint","Capital Ship Maintenance Bay",10
"Archon Blueprint","Capital Corporate Hangar Bay",4
"Archon Blueprint","U-C Trigger Neurolink Conduit",100
"Archon Blueprint","Radar-FTL Interlink Communicator",5
"Archon Blueprint","Auto-Integrity Preservation Seal",1600
"Archon Blueprint","Life Support Backup Unit",800
"Archon Blueprint","Capital Core Temperature Regulator",1
"Archon Blueprint","Neurolink Protection Cell",1
"Ragnarok Blueprint","Capital Propulsion Engine",100
"Ragnarok Blueprint","Capital Turret Hardpoint",400
"Ragnarok Blueprint","Capital Sensor Cluster",100
"Ragnarok Blueprint","Capital Armor Plates",300
"Ragnarok Blueprint","Capital Capacitor Battery",300
"Ragnarok Blueprint","Capital Power Generator",400
"Ragnarok Blueprint","Capital Shield Emitter",150
"Ragnarok Blueprint","Capital Jump Drive",400
"Ragnarok Blueprint","Capital Computer System",200
"Ragnarok Blueprint","Capital Construction Parts",200
"Ragnarok Blueprint","Capital Jump Bridge Array",556
"Ragnarok Blueprint","Capital Clone Vat Bay",556
"Ragnarok Blueprint","Capital Doomsday Weapon Mount",556
"Ragnarok Blueprint","Capital Ship Maintenance Bay",556
"Ragnarok Blueprint","Capital Corporate Hangar Bay",556
"Ragnarok Blueprint","G-O Trigger Neurolink Conduit",500
"Ragnarok Blueprint","Ladar-FTL Interlink Communicator",500
"Ragnarok Blueprint","Auto-Integrity Preservation Seal",5000
"Ragnarok Blueprint","Life Support Backup Unit",2500
"Ragnarok Blueprint","Capital Core Temperature Regulator",40
"Ragnarok Blueprint","Enhanced Neurolink Protection Cell",1
"'Abatis' 100mm Steel Plates I Blueprint",Tritanium,751
"'Abatis' 100mm Steel Plates I Blueprint",Pyerite,226
"'Abatis' 100mm Steel Plates I Blueprint",Mexallon,311
"'Abatis' 100mm Steel Plates I Blueprint",Isogen,43
"'Abatis' 100mm Steel Plates I Blueprint",Nocxium,2
"'Abatis' 100mm Steel Plates I Blueprint",Zydrine,2
"'Abatis' 100mm Steel Plates I Blueprint","Takmahl Diamond Rod",2
"'Abatis' 100mm Steel Plates I Blueprint","Takmahl Phrenic Appendix",1
"'Abatis' 100mm Steel Plates I Blueprint","Takmahl Binary Texts",1
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Quantum Sphere",2
"'Bailey' 1600mm Steel Plates Blueprint",Tritanium,18938
"'Bailey' 1600mm Steel Plates Blueprint",Pyerite,18012
"'Bailey' 1600mm Steel Plates Blueprint",Mexallon,13619
"'Bailey' 1600mm Steel Plates Blueprint",Isogen,877
"'Bailey' 1600mm Steel Plates Blueprint",Zydrine,2
"'Bailey' 1600mm Steel Plates Blueprint",Megacyte,12
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Solid Mox",2
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Tri-polished Lens",4
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Centrifugal Primer",3
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Astral Treatment",2
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Phrenic Appendix",6
"'Bailey' 1600mm Steel Plates Blueprint","Takmahl Gyro Ballast",1
"'Chainmail' 200mm Steel Plates Blueprint",Tritanium,5244
"'Chainmail' 200mm Steel Plates Blueprint",Pyerite,3160
"'Chainmail' 200mm Steel Plates Blueprint",Mexallon,842
"'Chainmail' 200mm Steel Plates Blueprint",Nocxium,20
"'Chainmail' 200mm Steel Plates Blueprint",Zydrine,6
"'Chainmail' 200mm Steel Plates Blueprint",Megacyte,2
"'Chainmail' 200mm Steel Plates Blueprint","Takmahl Solid Mox",1
"'Chainmail' 200mm Steel Plates Blueprint","Takmahl Diamond Rod",2
"'Chainmail' 200mm Steel Plates Blueprint","Takmahl Centrifugal Primer",2
"'Chainmail' 200mm Steel Plates Blueprint","Takmahl Phrenic Appendix",1
"'Chainmail' 200mm Steel Plates Blueprint","Takmahl Gyro Ballast",1
"'Bastion' 400mm Steel Plates Blueprint",Tritanium,10591
"'Bastion' 400mm Steel Plates Blueprint",Pyerite,6983
"'Bastion' 400mm Steel Plates Blueprint",Mexallon,2503
"'Bastion' 400mm Steel Plates Blueprint",Isogen,1
"'Bastion' 400mm Steel Plates Blueprint",Zydrine,12
"'Bastion' 400mm Steel Plates Blueprint",Megacyte,2
"'Bastion' 400mm Steel Plates Blueprint","Takmahl Solid Mox",1
"'Bastion' 400mm Steel Plates Blueprint","Takmahl Diamond Rod",2
"'Bastion' 400mm Steel Plates Blueprint","Takmahl Centrifugal Primer",3
"'Bastion' 400mm Steel Plates Blueprint","Takmahl Phrenic Appendix",2
"'Bastion' 400mm Steel Plates Blueprint","Takmahl Dynamic Gauge",1
"'Bastion' 400mm Steel Plates Blueprint","Takmahl Gyro Ballast",2
"'Citadella' 100mm Steel Plates Blueprint",Tritanium,1982
"'Citadella' 100mm Steel Plates Blueprint",Pyerite,98
"'Citadella' 100mm Steel Plates Blueprint",Mexallon,181
"'Citadella' 100mm Steel Plates Blueprint","Takmahl Binary Texts",2
"'Citadella' 100mm Steel Plates Blueprint",Nocxium,1
"'Citadella' 100mm Steel Plates Blueprint","Takmahl Diamond Rod",1
"'Citadella' 100mm Steel Plates Blueprint","Takmahl Phrenic Appendix",1
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Quantum Sphere",1
"'Barbican' 800mm Steel Plates Blueprint",Tritanium,12218
"'Barbican' 800mm Steel Plates Blueprint",Pyerite,11594
"'Barbican' 800mm Steel Plates Blueprint",Mexallon,8360
"'Barbican' 800mm Steel Plates Blueprint",Isogen,231
"'Barbican' 800mm Steel Plates Blueprint",Nocxium,6
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Centrifugal Primer",1
"'Barbican' 800mm Steel Plates Blueprint",Megacyte,6
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Solid Mox",1
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Tri-polished Lens",1
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Astral Treatment",1
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Phrenic Appendix",3
"'Barbican' 800mm Steel Plates Blueprint","Takmahl Gyro Ballast",1
"'Gorget' Small Armor Repairer I Blueprint",Tritanium,858
"'Gorget' Small Armor Repairer I Blueprint",Pyerite,288
"'Gorget' Small Armor Repairer I Blueprint","Takmahl Binary Texts",2
"'Gorget' Small Armor Repairer I Blueprint","Takmahl Diamond Rod",1
"'Gorget' Small Armor Repairer I Blueprint",Megacyte,4
"'Gorget' Small Armor Repairer I Blueprint","Takmahl Phrenic Appendix",2
"'Greaves' Medium Armor Repairer I Blueprint",Tritanium,2271
"'Greaves' Medium Armor Repairer I Blueprint",Pyerite,1063
"'Greaves' Medium Armor Repairer I Blueprint",Mexallon,906
"'Greaves' Medium Armor Repairer I Blueprint",Isogen,1
"'Greaves' Medium Armor Repairer I Blueprint",Nocxium,4
"'Greaves' Medium Armor Repairer I Blueprint","Takmahl Centrifugal Primer",2
"'Greaves' Medium Armor Repairer I Blueprint","Takmahl Solid Mox",2
"'Greaves' Medium Armor Repairer I Blueprint","Takmahl Phrenic Appendix",3
"'Greaves' Medium Armor Repairer I Blueprint","Takmahl Gyro Ballast",2
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Quantum Sphere",1
"'Hauberk' Large Armor Repairer I Blueprint",Tritanium,4662
"'Hauberk' Large Armor Repairer I Blueprint",Pyerite,1857
"'Hauberk' Large Armor Repairer I Blueprint",Mexallon,1027
"'Hauberk' Large Armor Repairer I Blueprint",Isogen,44
"'Hauberk' Large Armor Repairer I Blueprint",Nocxium,51
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Centrifugal Primer",3
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Solid Mox",2
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Tri-polished Lens",1
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Astral Treatment",1
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Phrenic Appendix",2
"'Hauberk' Large Armor Repairer I Blueprint","Takmahl Gyro Ballast",1
"'Crucible' Small Cap Battery Blueprint",Tritanium,684
"'Crucible' Small Cap Battery Blueprint",Pyerite,427
"'Crucible' Small Cap Battery Blueprint",Mexallon,153
"'Crucible' Small Cap Battery Blueprint",Isogen,2
"'Crucible' Small Cap Battery Blueprint",Nocxium,2
"'Crucible' Small Cap Battery Blueprint","Takmahl Cohere Cord",1
"'Crucible' Small Cap Battery Blueprint","Takmahl Fractal Sheet",1
"'Crucible' Small Cap Battery Blueprint","Takmahl Dynamic Gauge",1
"'Censer' Medium Cap Battery Blueprint",Tritanium,1338
"'Censer' Medium Cap Battery Blueprint",Pyerite,1058
"'Censer' Medium Cap Battery Blueprint",Mexallon,493
"'Censer' Medium Cap Battery Blueprint",Isogen,2
"'Censer' Medium Cap Battery Blueprint",Nocxium,1
"'Censer' Medium Cap Battery Blueprint","Takmahl Diamond Rod",2
"'Censer' Medium Cap Battery Blueprint","Takmahl Solid Mox",3
"'Censer' Medium Cap Battery Blueprint","Takmahl Fractal Sheet",2
"'Censer' Medium Cap Battery Blueprint","Takmahl Dynamic Gauge",2
"'Thurifer' Large Cap Battery Blueprint","Takmahl Biodroid Controller",2
"'Thurifer' Large Cap Battery Blueprint",Tritanium,4574
"'Thurifer' Large Cap Battery Blueprint",Pyerite,1734
"'Thurifer' Large Cap Battery Blueprint",Mexallon,1307
"'Thurifer' Large Cap Battery Blueprint","Takmahl Fractal Sheet",2
"'Thurifer' Large Cap Battery Blueprint",Zydrine,4
"'Thurifer' Large Cap Battery Blueprint","Takmahl Cohere Cord",1
"'Thurifer' Large Cap Battery Blueprint","Takmahl Magnetic Slab",2
"'Thurifer' Large Cap Battery Blueprint","Takmahl Geometric Design",1
"'Thurifer' Large Cap Battery Blueprint","Takmahl Phrenic Appendix",1
"'Thurifer' Large Cap Battery Blueprint","Takmahl Dynamic Gauge",4
"'Saddle' Small Capacitor Booster I Blueprint",Megacyte,2
"'Saddle' Small Capacitor Booster I Blueprint",Tritanium,277
"'Saddle' Small Capacitor Booster I Blueprint","Takmahl Fractal Sheet",2
"'Saddle' Small Capacitor Booster I Blueprint","Takmahl Dynamic Gauge",2
"'Saddle' Small Capacitor Booster I Blueprint",Nocxium,6
"'Harness' Medium Capacitor Booster I Blueprint","Takmahl Biodroid Controller",1
"'Harness' Medium Capacitor Booster I Blueprint",Tritanium,242
"'Harness' Medium Capacitor Booster I Blueprint",Pyerite,148
"'Harness' Medium Capacitor Booster I Blueprint",Mexallon,569
"'Harness' Medium Capacitor Booster I Blueprint","Takmahl Fractal Sheet",1
"'Harness' Medium Capacitor Booster I Blueprint",Zydrine,2
"'Harness' Medium Capacitor Booster I Blueprint",Megacyte,2
"'Harness' Medium Capacitor Booster I Blueprint","Takmahl Geometric Design",1
"'Harness' Medium Capacitor Booster I Blueprint","Takmahl Magnetic Slab",1
"'Harness' Medium Capacitor Booster I Blueprint","Takmahl Cohere Cord",1
"'Harness' Medium Capacitor Booster I Blueprint","Takmahl Dynamic Gauge",2
"'Plough' Heavy Capacitor Booster I Blueprint","Takmahl Biodroid Controller",2
"'Plough' Heavy Capacitor Booster I Blueprint",Tritanium,1677
"'Plough' Heavy Capacitor Booster I Blueprint",Pyerite,561
"'Plough' Heavy Capacitor Booster I Blueprint",Mexallon,488
